# G6 dry-run baseline (2026-07-09, lane gates-L5-silentzero @ base 084de62f)
#
# EXPECTED-RED BASELINE EVIDENCE, NOT A GATE FAILURE.
# These are pre-G6 legacy results (deep/, deep_v3/, deep_v4/,
# my5090_qwen8_partial_reports/.../scores/): they were written before the
# scorer carried machine-readable zero-reason codes, so every legacy 0 reads
# as silent_zero here. The go-forward pipeline (decidable_scorer axis_reasons
# -> closed_world_eval.evaluate -> build_truth_board per_task_summary) now
# emits a reason for every scored 0; tests/test_gate_silent_zero.py pins that
# a freshly evaluated report passes this checker with zero violations.
# Withhold recognition is aligned to the G4 lane's canonical WithholdReason
# enum (branch gates-L3-withhold, commit 8985c07e), including the
# concept_axis_withheld completeness shape.
#
# NOTE: data/results/model_harness/ and data/results/subset/ do not exist in
# this worktree (box-side result sets, untracked at base 084de62f); the dry-run
# therefore covers every tracked score-result file under data/results/.
# Reproduce: python3 scripts/check_no_silent_zero.py data/results
#
G6 no-silent-zero check: data/results
  files scanned            : 1514
  files parsed as results  : 1157
  (lane, axis) units       : 10089
  violations               : 1512
  by kind                  : silent_zero=1512

VIOLATIONS (source | lane | task | axis | kind):
  data/results/deep_v3/langchain-odr__dr_cross_deep_0014_matrix.score.json | langchain-odr | dr_cross_deep_0014 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0014_matrix.score.json | langchain-odr | dr_cross_deep_0014 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0014_matrix.score.json | langchain-odr | dr_cross_deep_0014 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0015_matrix.score.json | langchain-odr | dr_cross_deep_0015 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0015_matrix.score.json | langchain-odr | dr_cross_deep_0015 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0015_matrix.score.json | langchain-odr | dr_cross_deep_0015 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0016_matrix.score.json | langchain-odr | dr_cross_deep_0016 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0016_matrix.score.json | langchain-odr | dr_cross_deep_0016 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0017_matrix.score.json | langchain-odr | dr_cross_deep_0017 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0017_matrix.score.json | langchain-odr | dr_cross_deep_0017 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0018_matrix.score.json | langchain-odr | dr_cross_deep_0018 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0018_matrix.score.json | langchain-odr | dr_cross_deep_0018 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0019_matrix.score.json | langchain-odr | dr_cross_deep_0019 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0020_matrix.score.json | langchain-odr | dr_cross_deep_0020 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0021_matrix.score.json | langchain-odr | dr_cross_deep_0021 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0022_matrix.score.json | langchain-odr | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0023_matrix.score.json | langchain-odr | dr_cross_deep_0023 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0024_matrix.score.json | langchain-odr | dr_cross_deep_0024 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0024_matrix.score.json | langchain-odr | dr_cross_deep_0024 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0024_matrix.score.json | langchain-odr | dr_cross_deep_0024 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0024_matrix.score.json | langchain-odr | dr_cross_deep_0024 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0025_matrix.score.json | langchain-odr | dr_cross_deep_0025 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0025_matrix.score.json | langchain-odr | dr_cross_deep_0025 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0026_matrix.score.json | langchain-odr | dr_cross_deep_0026 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0026_matrix.score.json | langchain-odr | dr_cross_deep_0026 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0027_matrix.score.json | langchain-odr | dr_cross_deep_0027 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0028_matrix.score.json | langchain-odr | dr_cross_deep_0028 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0028_matrix.score.json | langchain-odr | dr_cross_deep_0028 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0029_matrix.score.json | langchain-odr | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0029_matrix.score.json | langchain-odr | dr_cross_deep_0029 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/langchain-odr__dr_cross_deep_0030_matrix.score.json | langchain-odr | dr_cross_deep_0030 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0001_matrix.score.json | ldr | dr_cross_deep_0001 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0002_matrix.score.json | ldr | dr_cross_deep_0002 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0003_matrix.score.json | ldr | dr_cross_deep_0003 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0004_matrix.score.json | ldr | dr_cross_deep_0004 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0006_matrix.score.json | ldr | dr_cross_deep_0006 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0006_matrix.score.json | ldr | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0007_matrix.score.json | ldr | dr_cross_deep_0007 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0007_matrix.score.json | ldr | dr_cross_deep_0007 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0008_matrix.score.json | ldr | dr_cross_deep_0008 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0009_matrix.score.json | ldr | dr_cross_deep_0009 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0010_matrix.score.json | ldr | dr_cross_deep_0010 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0010_matrix.score.json | ldr | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0011_matrix.score.json | ldr | dr_cross_deep_0011 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0012_matrix.score.json | ldr | dr_cross_deep_0012 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0013_matrix.score.json | ldr | dr_cross_deep_0013 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0014_matrix.score.json | ldr | dr_cross_deep_0014 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0015_matrix.score.json | ldr | dr_cross_deep_0015 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0017_matrix.score.json | ldr | dr_cross_deep_0017 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0019_matrix.score.json | ldr | dr_cross_deep_0019 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0020_matrix.score.json | ldr | dr_cross_deep_0020 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0020_matrix.score.json | ldr | dr_cross_deep_0020 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0021_matrix.score.json | ldr | dr_cross_deep_0021 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0021_matrix.score.json | ldr | dr_cross_deep_0021 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0022_matrix.score.json | ldr | dr_cross_deep_0022 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0022_matrix.score.json | ldr | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0023_matrix.score.json | ldr | dr_cross_deep_0023 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0023_matrix.score.json | ldr | dr_cross_deep_0023 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0023_matrix.score.json | ldr | dr_cross_deep_0023 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0023_matrix.score.json | ldr | dr_cross_deep_0023 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0024_matrix.score.json | ldr | dr_cross_deep_0024 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0025_matrix.score.json | ldr | dr_cross_deep_0025 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0025_matrix.score.json | ldr | dr_cross_deep_0025 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0026_matrix.score.json | ldr | dr_cross_deep_0026 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0026_matrix.score.json | ldr | dr_cross_deep_0026 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0028_matrix.score.json | ldr | dr_cross_deep_0028 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0029_matrix.score.json | ldr | dr_cross_deep_0029 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/ldr__dr_cross_deep_0029_matrix.score.json | ldr | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0001_matrix.score.json | qx-agents | dr_cross_deep_0001 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0001_matrix.score.json | qx-agents | dr_cross_deep_0001 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0002_matrix.score.json | qx-agents | dr_cross_deep_0002 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0002_matrix.score.json | qx-agents | dr_cross_deep_0002 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0003_matrix.score.json | qx-agents | dr_cross_deep_0003 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0003_matrix.score.json | qx-agents | dr_cross_deep_0003 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0004_matrix.score.json | qx-agents | dr_cross_deep_0004 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0004_matrix.score.json | qx-agents | dr_cross_deep_0004 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0005_matrix.score.json | qx-agents | dr_cross_deep_0005 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0005_matrix.score.json | qx-agents | dr_cross_deep_0005 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0006_matrix.score.json | qx-agents | dr_cross_deep_0006 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0006_matrix.score.json | qx-agents | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0007_matrix.score.json | qx-agents | dr_cross_deep_0007 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0007_matrix.score.json | qx-agents | dr_cross_deep_0007 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0008_matrix.score.json | qx-agents | dr_cross_deep_0008 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0008_matrix.score.json | qx-agents | dr_cross_deep_0008 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0009_matrix.score.json | qx-agents | dr_cross_deep_0009 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0009_matrix.score.json | qx-agents | dr_cross_deep_0009 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0010_matrix.score.json | qx-agents | dr_cross_deep_0010 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0010_matrix.score.json | qx-agents | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0011_matrix.score.json | qx-agents | dr_cross_deep_0011 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0011_matrix.score.json | qx-agents | dr_cross_deep_0011 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0012_matrix.score.json | qx-agents | dr_cross_deep_0012 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0012_matrix.score.json | qx-agents | dr_cross_deep_0012 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0013_matrix.score.json | qx-agents | dr_cross_deep_0013 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0013_matrix.score.json | qx-agents | dr_cross_deep_0013 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0014_matrix.score.json | qx-agents | dr_cross_deep_0014 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0014_matrix.score.json | qx-agents | dr_cross_deep_0014 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0015_matrix.score.json | qx-agents | dr_cross_deep_0015 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0015_matrix.score.json | qx-agents | dr_cross_deep_0015 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0016_matrix.score.json | qx-agents | dr_cross_deep_0016 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0016_matrix.score.json | qx-agents | dr_cross_deep_0016 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0017_matrix.score.json | qx-agents | dr_cross_deep_0017 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0017_matrix.score.json | qx-agents | dr_cross_deep_0017 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0018_matrix.score.json | qx-agents | dr_cross_deep_0018 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0018_matrix.score.json | qx-agents | dr_cross_deep_0018 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0019_matrix.score.json | qx-agents | dr_cross_deep_0019 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0019_matrix.score.json | qx-agents | dr_cross_deep_0019 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0020_matrix.score.json | qx-agents | dr_cross_deep_0020 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0020_matrix.score.json | qx-agents | dr_cross_deep_0020 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0021_matrix.score.json | qx-agents | dr_cross_deep_0021 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0021_matrix.score.json | qx-agents | dr_cross_deep_0021 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0022_matrix.score.json | qx-agents | dr_cross_deep_0022 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0022_matrix.score.json | qx-agents | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0023_matrix.score.json | qx-agents | dr_cross_deep_0023 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0023_matrix.score.json | qx-agents | dr_cross_deep_0023 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0024_matrix.score.json | qx-agents | dr_cross_deep_0024 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0024_matrix.score.json | qx-agents | dr_cross_deep_0024 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0025_matrix.score.json | qx-agents | dr_cross_deep_0025 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0025_matrix.score.json | qx-agents | dr_cross_deep_0025 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0026_matrix.score.json | qx-agents | dr_cross_deep_0026 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0026_matrix.score.json | qx-agents | dr_cross_deep_0026 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0027_matrix.score.json | qx-agents | dr_cross_deep_0027 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0027_matrix.score.json | qx-agents | dr_cross_deep_0027 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0028_matrix.score.json | qx-agents | dr_cross_deep_0028 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0028_matrix.score.json | qx-agents | dr_cross_deep_0028 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0029_matrix.score.json | qx-agents | dr_cross_deep_0029 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0029_matrix.score.json | qx-agents | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0030_matrix.score.json | qx-agents | dr_cross_deep_0030 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/qx-agents__dr_cross_deep_0030_matrix.score.json | qx-agents | dr_cross_deep_0030 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0001_smoke.score.json | smolagents | dr_cross_deep_0001 | claim_nli | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0005_matrix.score.json | smolagents | dr_cross_deep_0005 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0006_matrix.score.json | smolagents | dr_cross_deep_0006 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0007_matrix.score.json | smolagents | dr_cross_deep_0007 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0007_matrix.score.json | smolagents | dr_cross_deep_0007 | quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0007_matrix.score.json | smolagents | dr_cross_deep_0007 | url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0013_matrix.score.json | smolagents | dr_cross_deep_0013 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0017_matrix.score.json | smolagents | dr_cross_deep_0017 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0018_matrix.score.json | smolagents | dr_cross_deep_0018 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0019_matrix.score.json | smolagents | dr_cross_deep_0019 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0022_matrix.score.json | smolagents | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0024_matrix.score.json | smolagents | dr_cross_deep_0024 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0025_matrix.score.json | smolagents | dr_cross_deep_0025 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/smolagents__dr_cross_deep_0028_matrix.score.json | smolagents | dr_cross_deep_0028 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0001_matrix.score.json | storm | dr_cross_deep_0001 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0001_smoke.score.json | storm | dr_cross_deep_0001 | claim_nli | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0002_matrix.score.json | storm | dr_cross_deep_0002 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0003_matrix.score.json | storm | dr_cross_deep_0003 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0004_matrix.score.json | storm | dr_cross_deep_0004 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0005_matrix.score.json | storm | dr_cross_deep_0005 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0006_matrix.score.json | storm | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0007_matrix.score.json | storm | dr_cross_deep_0007 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0008_matrix.score.json | storm | dr_cross_deep_0008 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0009_matrix.score.json | storm | dr_cross_deep_0009 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0010_matrix.score.json | storm | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0011_matrix.score.json | storm | dr_cross_deep_0011 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0012_matrix.score.json | storm | dr_cross_deep_0012 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0013_matrix.score.json | storm | dr_cross_deep_0013 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0013_matrix.score.json | storm | dr_cross_deep_0013 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0014_matrix.score.json | storm | dr_cross_deep_0014 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0014_matrix.score.json | storm | dr_cross_deep_0014 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0015_matrix.score.json | storm | dr_cross_deep_0015 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0015_matrix.score.json | storm | dr_cross_deep_0015 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0016_matrix.score.json | storm | dr_cross_deep_0016 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0016_matrix.score.json | storm | dr_cross_deep_0016 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0017_matrix.score.json | storm | dr_cross_deep_0017 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0017_matrix.score.json | storm | dr_cross_deep_0017 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0018_matrix.score.json | storm | dr_cross_deep_0018 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0018_matrix.score.json | storm | dr_cross_deep_0018 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0019_matrix.score.json | storm | dr_cross_deep_0019 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0019_matrix.score.json | storm | dr_cross_deep_0019 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0020_matrix.score.json | storm | dr_cross_deep_0020 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0020_matrix.score.json | storm | dr_cross_deep_0020 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0021_matrix.score.json | storm | dr_cross_deep_0021 | analysis_depth | silent_zero | value=0.0 reason=None
